iteration,timestamp,avg_fitness,general_MAX_CLUSTER_DISTANCE,general_MAX_CLUSTER_JOIN_DISTANCE,populationSize,generations,newChromosomes,eliminator_type,eliminator_elitism,eliminator_survivalRate,eliminator_p,mutator_comp_p,mutator_child1_numMutations,mutator_child1_p,mutator_child1_weight,mutator_child2_numMutations,mutator_child2_p,mutator_child2_weight,crossover_comp_p,crossover_child1_geoP,crossover_child1_crossoverProb,crossover_child1_weight,crossover_child2_geoP,crossover_child2_crossoverProb,crossover_child2_weight,crossover_child3_p,crossover_child3_weight,crossover_child4_k,crossover_child4_p,crossover_child4_weight,crossover_child5_k,crossover_child5_p,crossover_child5_weight,selection_type,selection_tournamentSize,48xxx_random_constraints.job_fitness,51000_rijeka_random_constraints.job_fitness
50,2026-06-19T14:54:48.151512+00:00,62.15858138830056,1,17.444130985394203,1000,5000,6,EliteGeometricEliminator,16,0.30875964719367954,0.4931444300436715,0.9999984055265824,8,0.41435917116483945,0.11635988267385744,5,0.6173980047520897,0.8214911909781234,0.9999909432914897,0.6713352428008164,0.6665546140268712,0.8338483294913389,0.5186387542444422,0.1379160932049867,0.6971752716069899,0.8759916787149912,0.401624076,3,0.8504763072800752,0.8665708305957023,5,0.9,0.1,TournamentSelection,2,97.59211857395948,26.725044202641634
51,2026-06-19T14:55:27.094483+00:00,61.47445198215061,2.0303728938032095,14.710130668477676,50,2000,10,EliteGeometricEliminator,19,0.21917821189072562,0.40406827868945394,0.9999982155135462,6,0.8521090173739392,0.14389837478207462,6,0.6591830399012351,0.1,0.9999981921562532,0.3754900589626943,0.1,0.9787073073706124,0.4519870274487452,0.32543851872652835,0.8289023206838219,0.8240987736159687,0.48825332053018455,3,0.5511266057283039,0.9035211470345352,5,0.6223931820410488,0.4911430087712021,TournamentSelection,6,96.31064122,26.638262744222725
52,2026-06-19T15:07:35.175801+00:00,64.66767617049918,1,8.616093049,500,5000,26,EliteEliminator,7,0.20759870221895033,0.5500924339973101,0.9999947605736819,2,0.8939439567450157,0.23271967131868063,13,0.6707801286372935,0.5526206384401348,0.999993556,0.6301917942715138,0.18806445353687906,0.8637497340520075,0.6447137922023775,0.1,0.5225863637566115,0.9,0.3227186083110708,6,0.5054366553322693,0.5382532735547801,7,0.6016589672139461,0.269798762,TournamentSelection,3,101.11076276735119,28.224589573647165
53,2026-06-19T15:12:54.001023+00:00,66.04445026735866,1,18.11253232652655,500,2000,12,EliteGeometricEliminator,4,0.12811550407412803,0.1,0.999995632,3,0.6444670657792659,0.48644537683028954,10,0.11512546703383376,0.4391824977349619,0.9999934852606127,0.49878779068024925,0.9127243113070241,1,0.6635309731569777,0.20503729880995752,0.7544726961182106,0.41860198230301304,0.7129266133020202,6,0.21128236934033423,0.4136167756033774,4,0.9,0.26161802437860915,TournamentSelection,2,104.01697957990419,28.071920954813127
54,2026-06-19T15:13:32.262369+00:00,62.895004366491186,1,5.939638521815125,50,2000,23,EliteGeometricEliminator,3,0.21076081736167307,0.1,0.999993246,1,0.6436735830454384,0.5183868944097171,15,0.623367486,0.405480018,0.9999964759476726,0.14694862598266234,0.7087874760842668,1,0.6058585547714913,0.1670544256156697,0.7506203898287501,0.3980544006405784,0.7445856709449216,5,0.20311050575682799,0.4813846349973896,4,0.9,0.12058016866007888,TournamentSelection,5,98.36907022293778,27.420938510044593
55,2026-06-19T16:04:20.217852+00:00,62.95339985000628,1,17.814345645229448,5000,2000,23,EliteEliminator,6,0.12409930570447912,0.5120814188007294,0.9999935489506712,7,0.7938403642535533,0.32385556047538344,15,0.34263711122229457,0.6538163769180317,0.9999957279398654,0.39363522997311595,0.18516705557548513,1,0.7238798719210654,0.2257496870432736,0.7069355395876833,0.4132580005192442,0.8759001795856064,4,0.24127019290962615,0.4909732702846251,5,0.9,0.29981577406804477,TournamentSelection,2,99.21452403057165,26.69227566944091
56,2026-06-19T17:59:28.920983+00:00,63.966446210405906,1,15.098032211390473,5000,8000,4,EliteGeometricEliminator,5,0.10911671816073337,0.1,0.9999973770468932,1,0.5543486736487462,0.957057653,11,0.1,0.27132144286360027,0.9999945145172078,0.38152110441939524,0.3233136751822522,1,0.6573748448586829,0.22588070018975992,0.9209525067783401,0.6312151306089036,0.5493223863947162,5,0.32583570865220357,0.7292122238156008,5,0.9,0.1,TournamentSelection,2,100.76062284055246,27.172269580259346
57,2026-06-19T18:12:00.162298+00:00,64.04475395,1,19.419889525141073,1000,2000,12,EliteEliminator,10,0.3368622498607923,0.7550459058822031,0.9999974526888327,2,0.43316967355169267,0.8323787170167458,14,0.8091959803891522,0.27623662670339455,0.9999906613439736,0.7612809577041555,0.30873826888503064,0.15139708854247025,0.6461791967537918,0.1,0.5067503704054586,0.9,0.7124474678782566,8,0.3303927405099629,0.710274412,7,0.5894360889244159,0.6597244859382733,TournamentSelection,5,101.68365125133163,26.40585665482359
58,2026-06-19T18:20:24.728816+00:00,61.32223068848525,1,10.979459651684486,500,5000,13,EliteGeometricEliminator,4,0.2142944511180317,0.3088364279841378,0.9999951974418432,1,0.20802848132296675,0.5972619880694812,5,0.8182338942722015,0.7975347278436153,0.9999991086877016,0.7996452268405835,0.20902887852160718,1,0.6322095812792874,0.1,0.78582081,0.9,0.22864492957129265,7,0.5674823208501697,0.5213626976084206,3,0.9,0.9155949464352398,TournamentSelection,2,96.01222592110751,26.63223545586298
59,2026-06-19T18:21:43.455289+00:00,61.64803868153018,2.3839092954099383,9.509003666702629,50,5000,12,EliteEliminator,5,0.41803876607264145,0.7336983346104502,0.9999980488461268,8,0.18077154456179254,0.1317405704131459,7,0.6003446826834047,0.4333836615730031,0.99999,0.6145588421576287,0.4500658882050502,0.4196499092165792,0.7945884131397031,0.7739973784364635,0.5502134198928081,0.6662747568363326,0.5327662556837005,2,0.6465904625849286,0.5410713282162647,5,0.5041687154900346,0.8184239259350643,TournamentSelection,4,96.85743343925141,26.43864392380896
60,2026-06-19T18:24:39.534723+00:00,63.16114312365141,4.471889185721677,8.141096698826235,500,2000,29,EliteGeometricEliminator,1,0.49379420760189263,0.4754849310886874,0.9999905839918843,2,0.38182246465083247,0.5574938013134204,7,0.21264600448238044,0.9658573444077694,0.9999924267256868,0.48798181211018965,0.13093014730044383,0.2973906962655573,0.7146296687885196,0.1,0.8063756494646168,0.48746658904823326,0.8228167317681616,2,0.32465233686004763,0.9552436626476875,4,0.9,0.3619500903738756,TournamentSelection,5,100.68022156855295,25.642064678749858
61,2026-06-19T20:31:09.585369+00:00,64.13895304547721,11.557554964418358,17.325970468329473,500,2000,8,EliteGeometricEliminator,1,0.48299081014580336,0.1,0.9999930141985257,4,0.8830586408548464,0.5267870296818818,16,0.367375206,0.12004352817770317,0.9999921793922945,0.4425376287848998,0.5699122057877603,0.5290165390808748,0.3837068719488437,0.24454644002357864,0.6032965288147072,0.5841937840721593,0.6629399423638493,4,0.6253774762749125,0.8520780229343707,3,0.9,0.8526051676558148,TournamentSelection,3,102.91724054935266,25.360665541601772
62,2026-06-19T20:32:52.239758+00:00,62.68648814572103,1,19.11774476748362,500,500,22,EliteEliminator,1,0.194646561,0.7464385024701045,0.9999980064129265,2,0.11557630517875955,0.9313086705489666,17,0.5815260443184732,0.1,0.99999,0.5531433904594127,0.4019580954762527,1,0.261013897,0.1,0.6406619572229132,0.5327626658718365,0.3508933383290078,5,0.6776820914672321,0.3237879010309787,5,0.9,0.408066719,TournamentSelection,6,98.83079102331787,26.542185268124186
63,2026-06-19T20:38:32.520915+00:00,63.867725808866524,1,14.92600067464893,500,2000,8,EliteEliminator,6,0.40483177587893443,0.6077907351106024,0.9999902385713348,6,0.19544815846651292,0.2886331149266452,15,0.304990285,0.2919961663312506,0.9999907808705907,0.6067328790520592,0.23948512118083332,0.24843046372779085,0.7142023363776658,0.15031709141305122,0.5338455717464556,0.2944328747695758,0.485145231,2,0.7240709959502895,0.8018548976701694,3,0.4303048749593076,0.6523641009093147,TournamentSelection,5,100.53353470691674,27.20191691
64,2026-06-19T20:43:11.647751+00:00,64.16884573557869,11.246950436654135,6.870096493958986,500,2000,1,EliteGeometricEliminator,1,0.11041660711282389,0.1,0.9999921387403553,3,0.2599399015298849,0.8078431167562242,19,0.21888631169338602,0.26485093937274734,0.9999935355501145,0.5511113257856111,0.37340629002301406,0.7621683531040025,0.7376939412326504,0.17676593229699325,0.7302930781794273,0.8949680667457133,0.33293864014191604,8,0.8558399325363151,0.20728013900643993,7,0.9,0.6641974938980855,TournamentSelection,4,101.38829679464935,26.949394676508025
65,2026-06-19T23:32:50.614051+00:00,61.248483713043186,1,14.885969952266239,5000,2000,6,EliteGeometricEliminator,1,0.44295044956793855,0.1,0.9999973528803118,6,0.6816882328851162,0.7807862732894458,13,0.8445493380842934,0.6608884600433377,0.99999,0.2214703412074931,0.2102210086084501,0.4871380481830382,0.18748756828246993,0.3424582731404062,0.48549374150633307,0.9,0.2419476760038003,5,0.8431140615173905,0.4268166161462006,4,0.5748126903894817,0.1,TournamentSelection,5,95.82694473799012,26.67002268809626
66,2026-06-19T23:42:14.045820+00:00,65.92081683269375,1,16.240038070949566,1000,2000,21,EliteEliminator,3,0.35074068154816823,0.5248905795273077,0.9999992835438466,6,0.6482506288107469,0.8524153427716207,17,0.3154650121520273,0.25247880479156515,0.9999932135034887,0.5080270576038293,0.34697108219188844,0.9436187104673852,0.7563931676551674,0.1360622848930667,0.625794716,0.6462469527415841,0.414683111,3,0.24547848763325522,0.6474261847319658,7,0.858253489,0.3509013022635713,TournamentSelection,5,104.22079395732895,27.62083970805855
67,2026-06-19T23:52:23.941659+00:00,63.650672861440285,10.125642307857646,16.842326753211328,1000,2000,5,EliteEliminator,4,0.48159046139621275,0.33966213313393034,0.999999164,9,0.4428284810793316,0.18016270323758776,18,0.17816289289290943,0.27523415676884994,0.999993178,0.6846897322899625,0.19825977117503235,0.33472823971379484,0.7574391452276862,0.1266923188989983,0.6246237910082537,0.6558095399405104,0.11960651337065795,2,0.1940107277403392,0.761990123,6,0.849594133,0.3026772476831684,TournamentSelection,5,101.24218931916181,26.059156403718763
68,2026-06-19T23:58:06.281771+00:00,64.32629900281161,1,18.248671729554662,500,2000,5,EliteEliminator,2,0.1660472851045433,0.1,0.9999993364631612,1,0.6209075223085356,0.8455891208539462,5,0.1,0.2092229904189624,0.9999940212253594,0.8,0.19379657669465228,1,0.73020144,0.1,0.5741062389381036,0.9,0.25899351700429285,5,0.6758248580221105,0.440138775,6,0.8252462269888484,0.35270603939181233,TournamentSelection,6,100.69129096772153,27.961307037901683
69,2026-06-20T00:05:36.146495+00:00,60.97092656158135,1,2,1000,2000,30,EliteEliminator,1,0.14453535377393756,0.95,0.99999,1,0.8680276635489912,0.7638400519819438,9,0.8317043815933496,0.1,0.9999900592314048,0.7923726082595819,0.8357505341332232,0.7522273723103389,0.8,0.1,0.8577098131625135,0.9,1,3,0.1,1,8,0.8781360497165288,1,TournamentSelection,5,96.17722687945162,25.764626243711085
70,2026-06-20T00:53:41.016428+00:00,65.97235233503756,1,16.32669850139934,5000,2000,20,EliteEliminator,1,0.4397705424858733,0.5276165474321862,0.9999966666796972,5,0.13950497595196687,0.8007621927061178,19,0.34381368772633764,0.11090104324273506,0.999994719,0.10090648637663799,0.10075751320834447,0.6154701259193375,0.6715955343951937,0.1,0.5323152899626126,0.6915263660303408,0.298895211,5,0.2200034780601335,0.46257809656435467,7,0.5795156399442769,0.9716713174946582,TournamentSelection,5,103.86744324816428,28.077261421910837
71,2026-06-20T00:58:20.514342+00:00,65.32996691483618,1,16.94969581108445,500,2000,24,EliteEliminator,1,0.1048982733989236,0.5386790280745469,0.9999963777883853,5,0.373885151,0.8220644806069503,16,0.26222543575491514,0.322831658,0.9999906439195883,0.5568253024976026,0.7934366054589587,0.7580477512387496,0.6729838775023665,0.1,0.5327995621186266,0.6888445396695256,0.3332143103488147,4,0.35687703847864294,0.6375224034181995,5,0.6037896436459638,0.5224770404426663,TournamentSelection,5,104.44847299121821,26.21146083845415
72,2026-06-20T01:48:48.442624+00:00,64.55624042033695,1,14.662878563543893,5000,2000,27,EliteEliminator,8,0.49716633860863324,0.4454640085744459,0.9999969811800408,1,0.4070465970844288,0.8756176724277153,10,0.8691483754927696,0.22859171931727112,0.9999908657005697,0.11711070492830299,0.36185934848582046,0.47533211954078736,0.6388868498047594,0.1,0.5629061163796077,0.7276692243607086,0.5787388109488478,3,0.7394449529112779,0.8803160350820958,5,0.33191924047208043,0.41594701374314136,TournamentSelection,5,102.11953206957324,26.992948771100657
73,2026-06-20T01:57:13.338389+00:00,65.32004892872656,1,13.169366727442663,1000,2000,6,EliteEliminator,1,0.40086315132646383,0.48201295109992615,0.9999921027922456,8,0.2503816926879676,0.2682819834530782,20,0.1,0.6794901068958878,0.9999983414993702,0.583308663,0.5709338602141075,0.8926753804331098,0.6726828671685492,0.1,0.5654709686931514,0.7274631309946649,0.8550331554550425,2,0.5089946667155245,0.6382838627422708,5,0.5660744396612728,0.2781537894023551,TournamentSelection,5,103.4901451315567,27.14995272589643
74,2026-06-20T03:30:59.420420+00:00,64.58710055589984,1,18.15439605748916,5000,5000,2,EliteEliminator,18,0.4596795740335163,0.4796672729032482,0.999997852,5,0.2528823785312978,0.12302160818495314,9,0.8926267839767799,0.10110368087805295,0.9999948849689597,0.1,0.3723453286782836,0.8640226346338555,0.6692229821557768,0.16112664765434376,0.25151191512482063,0.3314211701322136,0.19213493923549013,7,0.5721236815531093,0.6728880347027667,7,0.47848928000001256,0.7161498553837513,TournamentSelection,3,102.21410538778547,26.96009572
75,2026-06-20T03:34:29.675852+00:00,61.68095011229484,1.0471449101814065,2,500,2000,22,EliteEliminator,2,0.086406123,0.4429041206398737,0.9999990045157618,2,0.8725082159649954,0.6058633557293897,20,0.3311988044212544,0.8101425902239486,0.9999927482464372,0.7417289927229878,0.6333058512665037,0.7178370312159128,0.587848821,0.7760717371104341,0.27416351026215985,0.2317787977697533,0.7411364298999219,2,0.6611317100397953,0.7394846066524648,7,0.3519979734616355,0.4855055895334369,TournamentSelection,6,97.34878341,26.013116818885578
76,2026-06-20T03:39:28.772443+00:00,63.14584321351624,1,15.289930134640327,500,2000,12,EliteEliminator,1,0.4197733085053858,0.5771098283435715,0.9999980662834764,9,0.5545651186789169,0.6328274115249248,16,0.198769352,0.21799759475409577,0.9999984368136499,0.2162310847573537,0.5559541854708262,0.6862420310273379,0.7137457166804344,0.1,0.4718679254237489,0.6944534994708041,0.3996075532989187,5,0.49577059268849455,0.11371426973030485,4,0.7918045728392658,1,TournamentSelection,3,99.26075142249925,27.03093500453322
77,2026-06-20T03:40:09.136841+00:00,61.54431916655949,1,18.801165425461537,50,2000,8,EliteEliminator,5,0.3120658798023775,0.5827076075058486,0.9999955718484519,6,0.2800809909473667,0.48648641556978267,10,0.7381090057075222,0.27476561505539443,0.999999133,0.4885628594414778,0.1,1,0.665905526,0.1,0.5883414741262551,0.9,0.718187427,4,0.3375284805856813,0.2932832104953787,8,0.710865926,0.18321482098876635,TournamentSelection,5,95.68291640121441,27.405721931904566
78,2026-06-20T03:49:02.212773+00:00,64.60448832920255,1.3693807471885873,14.53971548562828,1000,2000,14,EliteGeometricEliminator,1,0.064402258,0.6680230148083731,0.9999928232944458,1,0.6040562012666223,0.5176089473276221,11,0.4443975273097538,0.6693755017495951,0.9999915693057868,0.601982656,0.19543319890509128,0.6244987953919479,0.5395832319339949,0.28263899429768313,0.7302759661246623,0.5235177171905651,0.27114310588295365,4,0.6308635300497418,0.3725588694590949,8,0.9,0.2280083403993449,TournamentSelection,3,101.42675542789327,27.782221230511826
79,2026-06-20T04:11:31.947562+00:00,64.97365636420886,1,13.478162207324733,1000,5000,26,EliteEliminator,5,0.3325729357842722,0.3272469651870301,0.9999936963196322,1,0.29850694312359627,0.4054895066282451,11,0.2543753091185341,0.4461412226701579,0.9999948784329985,0.6573513606518692,0.6859794455786072,0.5883876821385122,0.6796300378447063,0.16232289661488117,0.555572303,0.6845276299571414,0.9397471958725011,7,0.7062613888770078,0.5609812032607565,7,0.5766025495933284,0.8284547179600361,TournamentSelection,6,103.72035196862946,26.226960759788263
80,2026-06-20T04:15:34.450127+00:00,62.46776263798314,1.2620745758993848,10.385498747761664,500,2000,28,EliteGeometricEliminator,1,0.19373188200996316,0.1,0.9999991629716206,7,0.7038800522944141,0.35863023933929894,16,0.2377175603858622,0.4110308308154986,0.9999912062778235,0.5263444477053714,0.722478682,0.9590137534322315,0.5685186546585251,0.29436805944410555,0.8340941420798877,0.47395477670224706,0.8948811077318936,3,0.10437331023850178,0.3296587137807986,2,0.9,0.44428921776337915,TournamentSelection,2,96.78083826074399,28.15468701522229
81,2026-06-20T04:20:01.778179+00:00,63.99659970214574,1,20,500,2000,21,EliteEliminator,1,0.24553781470675579,0.40076136985759236,0.9999971476879674,2,0.48634522251104095,0.6172390988576484,16,0.33665481257547314,0.36209844284127835,0.9999944534848608,0.4629096244825006,0.24677489505672165,0.9103113020955063,0.8,0.1,0.5622744609967191,0.7328895587246027,0.24425118094883116,4,0.5565796841281084,0.5058882768994365,6,0.6906451333903523,0.6011392052073885,TournamentSelection,5,101.82190934621183,26.171290058079645
82,2026-06-20T04:23:21.125572+00:00,63.387121678034056,2.501894058282101,20,500,2000,5,EliteGeometricEliminator,1,0.303247132,0.7773181925878418,0.9999931656240513,7,0.23807528611692177,0.7874565665793337,19,0.4911529342486183,0.29777585423684727,0.9999935790606689,0.1015371742142186,0.3575963840739862,0.6871511661341472,0.7333631158992551,0.2007770608861454,0.7511794368353082,0.4581674729867502,0.5856368452218793,6,0.14030299169062982,0.4140577529495496,4,0.9,0.1394535292565588,TournamentSelection,4,100.53735918915397,26.23688416691414
83,2026-06-20T04:27:54.367218+00:00,64.04982209458045,1,17.448380806411834,500,2000,8,EliteEliminator,7,0.24887551849598594,0.2588740387583425,0.9999972534649366,4,0.40338094164520677,0.6226117682880258,14,0.19519703263734506,0.3169873650865474,0.9999935211874801,0.5453064330532806,0.643876271,0.7543981466899186,0.6162721522197625,0.10479463603599574,0.4785226761582806,0.6587935749896637,0.542032714,4,0.34039981513600415,0.5470083803315821,5,0.5512691973944075,0.30390502619760673,TournamentSelection,4,101.4537469750998,26.64589721406109
84,2026-06-20T04:45:32.926500+00:00,62.89871825018571,1,6.035055612444177,1000,5000,18,EliteEliminator,5,0.2521005524988802,0.47773600747473943,0.9999976208317525,10,0.8221802257170697,0.2448908920266733,8,0.2476173346862679,0.6250339321235472,0.9999985587755817,0.14792089744395354,0.1627352662224632,0.6816254381847016,0.7039655731159467,0.13565162162025332,0.6362989268034143,0.7955961731927421,0.4056061390507911,3,0.7008730064127204,0.6548260607082506,7,0.4191735810806211,0.19545494373526262,TournamentSelection,5,97.65623063307991,28.14120586729151
85,2026-06-20T04:55:45.749721+00:00,63.69296577015032,2.8184785590254187,14.694787840343162,500,5000,13,EliteGeometricEliminator,19,0.12483943597959114,0.7466270484195949,0.9999980138903155,4,0.13386111648956134,0.3928328154889812,11,0.7159313760946366,0.5655444154905832,0.9999969994874336,0.23995211526863572,0.278082148,0.9824796237899265,0.6852305083243568,0.3628137950058714,0.7689006883565628,0.46551183282250375,0.5680831284237312,5,0.1717538816577594,0.3642473181416994,4,0.5646820167758363,0.3360895566371366,TournamentSelection,5,101.6978387356342,25.688092804666432
86,2026-06-20T05:08:29.856169+00:00,64.39519601196416,1,14.098846610132393,1000,2000,24,EliteEliminator,11,0.1561900894232597,0.7371015211200667,0.9999925063422543,2,0.37555490056499674,0.31932981044044173,19,0.4505659410492282,0.1465934181501013,0.99999,0.4760668187253877,0.568409522,0.4928864310512717,0.6149697218265033,0.6465413001591146,0.5821130258873569,0.6449292521377504,0.40620709168643887,4,0.45290695830650807,0.1742998864720396,7,0.7036841797222941,0.5864705449904112,TournamentSelection,2,102.51090148704685,26.27949053688147
87,2026-06-20T05:14:53.465244+00:00,61.91798840595251,2.139882200195333,6.516662955,1000,2000,19,EliteGeometricEliminator,11,0.33819056301748907,0.1,0.999993331,3,0.779769707,0.28985740637104285,7,0.5027203054598993,0.8134348027975561,0.9999934668699673,0.29403455685057556,0.95,0.5661211618720333,0.6676609685050336,0.2093838065573869,0.775729878,0.17278868882788523,0.6195919273302943,3,0.5739510366715542,0.8885417796082581,5,0.7067675044846136,0.4139723416083073,TournamentSelection,5,98.14045331,25.69552350088931
88,2026-06-20T05:15:47.093864+00:00,62.93719901350745,3.0708738802583704,19.672212757799443,50,2000,15,EliteGeometricEliminator,15,0.14992164161063934,0.1,0.9999905363617669,1,0.8938919586458794,0.5336411887430983,10,0.7023662688241402,0.27969880996130553,0.999992036,0.7740820522412516,0.4021390080190216,0.659368055,0.6893403412649138,0.2177748278249635,0.8194964574409037,0.4809783243888638,0.7927554607812873,6,0.6049386252537927,0.22440399363708108,6,0.9,0.49610301359202313,TournamentSelection,4,99.67840149021754,26.19599653679737
89,2026-06-20T05:29:35.985944+00:00,61.66902759641847,1.6748280310805406,14.56547055497956,1000,2000,10,EliteEliminator,8,0.44053592583329154,0.6324777362285275,0.9999946445394677,5,0.19111695914786528,0.6395180102257739,8,0.5622426991039995,0.41757375548531517,0.999993832,0.4486879717340172,0.1,0.9781596985544236,0.7484655551426059,0.1,0.5553712406115985,0.7972040806022228,0.4900205252716713,5,0.6824263406073623,0.6368915968727584,5,0.658486277,0.7788595561747138,TournamentSelection,5,96.58920394926214,26.748851243574805
90,2026-06-20T05:36:51.300406+00:00,64.42110637,1,3.614710070131032,1000,2000,16,EliteEliminator,17,0.3529195803276838,0.6773622667633443,0.9999969813264666,3,0.5587972596947012,0.8300175210767464,17,0.2906533644244528,0.9183273262597248,0.9999928145699161,0.41602790308250304,0.10413363301525395,0.1708030698901704,0.6398746815493995,0.47911500059767664,0.5782689641660609,0.6505376953709019,0.26141401258829433,3,0.17530309173109337,0.23073405574867945,6,0.7414740707646946,0.6717311929215734,TournamentSelection,5,101.52450401708764,27.31770872309535
91,2026-06-20T05:50:07.377188+00:00,64.94708047,1,16.107543161717167,1000,2000,23,EliteEliminator,11,0.2564036814317692,0.739280409,0.9999997324254976,5,0.2657851178590547,1,18,0.3347180374985813,0.281284396,0.9999937746935479,0.6994956480562428,0.684090007,0.45333421897092707,0.6407656,0.17860584154119305,0.5951466266430947,0.6919632358511788,0.6900949632686717,7,0.8636073394721769,1,6,0.40692091497325833,0.5954788497260104,TournamentSelection,4,103.6858667293973,26.208294200880285
92,2026-06-20T06:12:01.115103+00:00,62.89905906014263,5.7275568244931225,16.85512242834168,1000,5000,5,EliteEliminator,1,0.23197153615892563,0.22608890178622645,0.9999936537339592,4,0.21905814665849174,0.9189333359599046,16,0.1,0.7841883804587695,0.9999928012624834,0.3445998800904173,0.30217789973156756,0.7200729441877203,0.6578541979156571,0.34881214277999373,0.6322341143569563,0.39109991704606484,0.1,6,0.47193558369965927,0.8986111362980771,5,0.1880456703315793,0.6310783329143049,TournamentSelection,6,98.75294677129321,27.045171348992064
93,2026-06-20T06:28:07.871587+00:00,62.596316697938164,1,18.700664186523756,500,5000,7,EliteEliminator,14,0.24815597663380312,0.9077882081926235,0.9999968672970038,4,0.8203377015082717,0.7808381509499538,19,0.4786485704120048,0.1,0.9999952316269598,0.32166661760401905,0.34167872787915965,0.2581062426100471,0.610138116,0.2903734535513799,0.6231410511047718,0.7830428072050215,0.7492880139233679,6,0.7305056176109218,0.9309789704365176,7,0.6615436460573243,0.1837687068693281,TournamentSelection,6,97.47916493094537,27.713468464930955
94,2026-06-20T06:31:24.279055+00:00,63.51033683142117,3.7776792534392474,11.381451472653756,200,5000,1,EliteGeometricEliminator,3,0.23304579589365365,0.24855739783052216,0.9999991946899711,1,0.26972892488767186,0.7116161458224659,10,0.1,0.5971331488341141,0.9999930123734859,0.5874202372921636,0.9128238551386458,0.22629869532678878,0.6404541745869364,0.337741808,0.7659234962057961,0.47543013457545025,0.5740183951330631,7,0.45886167743803774,0.22288079140715505,4,0.6939987464946782,0.27970849162540684,TournamentSelection,3,100.58619537007871,26.43447829276363
95,2026-06-20T06:33:44.154406+00:00,63.16009239851883,1,12.872831032485134,1000,500,1,EliteEliminator,1,0.2510283833437233,0.4482035746116153,0.9999962489886479,1,0.1,0.1,5,0.1,0.2589457762815027,0.99999,0.5925198329504395,0.17812294983697258,1,0.2740418435906923,0.1,0.1,0.1,0.2588023536754225,7,0.7953241072981058,0.18090242483301483,4,0.9,0.1,TournamentSelection,5,99.73604638178902,26.58413841524864
96,2026-06-20T07:58:54.565484+00:00,63.40257633672767,1,18.357073904088285,5000,5000,4,EliteEliminator,1,0.22865311686568202,0.5959291591751977,0.9999950896329214,1,0.7727206799944908,0.5094219928377347,20,0.1,0.13576067646843737,0.99999,0.7895439406960224,0.7103502283358679,0.796289891,0.6571370813698498,0.1,0.5526902133452106,0.6504179957861511,0.1,3,0.3931462643935487,0.8501806318308258,2,0.8000101066987576,0.3453377561611769,TournamentSelection,4,100.13811051162466,26.667042161830675
97,2026-06-20T11:49:14.818189+00:00,60.62587635310937,1,3.5603521394662456,5000,2000,19,EliteEliminator,1,0.21233203693410307,0.23941511261529766,0.9999913119763173,7,0.6466619066771078,0.12016561898292227,18,0.4278378060062148,0.20840436851351912,0.9999934441298168,0.10698551828021488,0.6204767817567639,0.8437117927992294,0.6887690959654011,0.181871798,0.940349218,0.6142320873976256,0.5246193229932722,4,0.8449981880073206,0.11286985115272812,3,0.7173764982279937,0.5567211708563982,TournamentSelection,6,93.19244076,28.059311947004133
98,2026-06-20T12:21:31.862504+00:00,63.94857147480803,1,8.418054386527118,1000,8000,24,EliteEliminator,3,0.4070878362872746,0.39210018679725434,0.999990026,7,0.2711236284825198,0.2725660523231237,19,0.5479602251572956,0.3351924741272476,0.9999967993937744,0.46312963224172166,0.41993316764961997,0.8142935182213757,0.6490775284693328,0.5670013402441861,0.5484624408251961,0.39317015334988226,0.8218758561889853,5,0.46265883487930004,0.6189504039175255,4,0.7989190286416318,0.8738555175429008,TournamentSelection,5,99.63152113464558,28.265621814970473
99,2026-06-20T12:24:39.298021+00:00,63.11181893573716,1,14.69762561,500,2000,1,EliteGeometricEliminator,1,0.45649378749676905,0.5365024789857554,0.9999925217967108,7,0.827623482,0.5983786155524313,11,0.8583876807526588,0.5768694092066644,0.999997588,0.42879143938449116,0.6721540962678444,0.6824838384993321,0.6888405149822425,0.5631104857860997,0.7164920499317455,0.8237205489163983,0.9743034944199793,6,0.38087358464132015,0.6277157616092046,5,0.16603193430988328,0.9380211047675895,TournamentSelection,2,98.24398332064304,27.97965455083128
100,2026-06-20T12:26:57.516679+00:00,64.86189345921132,1,5.776229962294833,1000,500,30,EliteEliminator,13,0.21479464512962504,0.3019554052902446,0.9999916686672695,7,0.4875602934140001,0.8962816754083444,18,0.14594990641577543,0.4406896067514464,0.9999930128778132,0.4021057533967265,0.5019138869379673,0.5261337418958467,0.6226015972355521,0.30380613,0.5461700684465389,0.7270381892769261,0.33847632754783114,7,0.7478814697725972,0.9080086995304675,7,0.3873152786435722,0.679376371,TournamentSelection,4,102.74233315145865,26.98145376696398
101,2026-06-20T12:35:33.649366+00:00,64.92373402268322,3.2890308165637023,16.441608839419366,1000,2000,1,EliteGeometricEliminator,1,0.18945809114249929,0.3901669865791423,0.9999935838597207,5,0.6100750283101462,0.43867774079652155,18,0.2523286134742208,0.7495046571329803,0.9999917272662302,0.33991578680558143,0.18763205583871115,0.5254824506223967,0.7491051448480397,0.7152565672087153,0.8711629696457247,0.703500675,0.6210432387983366,3,0.845978962,0.9036295390624554,8,0.9,0.5709537046891874,TournamentSelection,3,102.59236108384485,27.255106961521605
